2.000000000000000000e+01 6.975450000000000425e-44
2.012500000000000000e+01 6.567750000000000384e-44
2.025000000000000000e+01 6.184849999999999996e-44
2.037500000000000000e+01 5.825525000000000047e-44
2.050000000000000000e+01 5.490250000000000149e-44
2.062500000000000000e+01 5.172149999999999655e-44
2.075000000000000000e+01 4.875400000000000256e-44
2.087500000000000000e+01 4.598925000000000465e-44
2.100000000000000000e+01 4.338575000000000041e-44
2.112500000000000000e+01 4.094874999999999997e-44
2.125000000000000000e+01 3.867249999999999911e-44
2.137500000000000000e+01 3.653050000000000233e-44
2.150000000000000000e+01 3.452649999999999767e-44
2.162500000000000000e+01 3.263774999999999759e-44
2.175000000000000000e+01 3.084800000000000248e-44
2.187500000000000000e+01 2.916825000000000180e-44
2.200000000000000000e+01 2.757274999999999868e-44
2.212500000000000000e+01 2.608675000000000089e-44
2.225000000000000000e+01 2.468527000000000194e-44
2.237500000000000000e+01 2.336470000000000119e-44
2.250000000000000000e+01 2.212779999999999937e-44
2.262500000000000000e+01 2.095785000000000041e-44
2.275000000000000000e+01 1.984978000000000001e-44
2.287500000000000000e+01 1.881832999999999971e-44
2.300000000000000000e+01 1.785019999999999987e-44
2.312500000000000000e+01 1.694445000000000014e-44
2.325000000000000000e+01 1.608605000000000092e-44
2.337500000000000000e+01 1.527729999999999992e-44
2.350000000000000000e+01 1.451791999999999994e-44
2.362500000000000000e+01 1.380655000000000113e-44
2.375000000000000000e+01 1.313150000000000074e-44
2.387500000000000000e+01 1.249654999999999942e-44
2.400000000000000000e+01 1.189805000000000047e-44
2.412500000000000000e+01 1.133752000000000036e-44
2.425000000000000000e+01 1.080672000000000038e-44
2.437500000000000000e+01 1.030470000000000056e-44
2.450000000000000000e+01 9.829200000000000488e-45
2.462500000000000000e+01 9.381600000000000517e-45
2.475000000000000000e+01 8.954675000000000158e-45
2.487500000000000000e+01 8.551124999999999863e-45
2.500000000000000000e+01 8.171374999999999588e-45
2.512500000000000000e+01 7.812774999999999533e-45
2.525000000000000000e+01 7.472125000000000179e-45
2.537500000000000000e+01 7.150700000000000147e-45
2.550000000000000000e+01 6.848025000000000074e-45
2.562500000000000000e+01 6.564725000000000039e-45
2.575000000000000000e+01 6.296975000000000442e-45
2.587500000000000000e+01 6.038875000000000062e-45
2.600000000000000000e+01 5.792249999999999736e-45
2.612500000000000000e+01 5.557825000000000231e-45
2.625000000000000000e+01 5.334424999999999875e-45
2.637500000000000000e+01 5.120775000000000045e-45
2.650000000000000000e+01 4.917474999999999872e-45
2.662500000000000000e+01 4.725925000000000238e-45
2.675000000000000000e+01 4.544325000000000010e-45
2.687500000000000000e+01 4.369449999999999963e-45
