2.000000000000000000e+01 1.128372999999999979e-43
2.012500000000000000e+01 1.067127000000000003e-43
2.025000000000000000e+01 1.009550000000000029e-43
2.037500000000000000e+01 9.551774999999999976e-44
2.050000000000000000e+01 9.040224999999999027e-44
2.062500000000000000e+01 8.556700000000000192e-44
2.075000000000000000e+01 8.095799999999999581e-44
2.087500000000000000e+01 7.665425000000000415e-44
2.100000000000000000e+01 7.256699999999999793e-44
2.112500000000000000e+01 6.872274999999999754e-44
2.125000000000000000e+01 6.509050000000000091e-44
2.137500000000000000e+01 6.165474999999999708e-44
2.150000000000000000e+01 5.840774999999999548e-44
2.162500000000000000e+01 5.534124999999999652e-44
2.175000000000000000e+01 5.243825000000000198e-44
2.187500000000000000e+01 4.968299999999999635e-44
2.200000000000000000e+01 4.709825000000000203e-44
2.212500000000000000e+01 4.464275000000000117e-44
2.225000000000000000e+01 4.230925000000000229e-44
2.237500000000000000e+01 4.013475000000000127e-44
2.250000000000000000e+01 3.804349999999999966e-44
2.262500000000000000e+01 3.608299999999999869e-44
2.275000000000000000e+01 3.421224999999999997e-44
2.287500000000000000e+01 3.246175000000000151e-44
2.300000000000000000e+01 3.080100000000000033e-44
2.312500000000000000e+01 2.923575000000000065e-44
2.325000000000000000e+01 2.774750000000000207e-44
2.337500000000000000e+01 2.635499999999999956e-44
2.350000000000000000e+01 2.503275000000000073e-44
2.362500000000000000e+01 2.378205000000000020e-44
2.375000000000000000e+01 2.261224999999999947e-44
2.387500000000000000e+01 2.150482000000000046e-44
2.400000000000000000e+01 2.045962999999999925e-44
2.412500000000000000e+01 1.946947000000000037e-44
2.425000000000000000e+01 1.852804999999999952e-44
2.437500000000000000e+01 1.763170000000000072e-44
2.450000000000000000e+01 1.676404999999999880e-44
2.462500000000000000e+01 1.593434999999999894e-44
2.475000000000000000e+01 1.516132999999999936e-44
2.487500000000000000e+01 1.443317999999999921e-44
2.500000000000000000e+01 1.374324999999999994e-44
2.512500000000000000e+01 1.308557000000000039e-44
2.525000000000000000e+01 1.246607000000000068e-44
2.537500000000000000e+01 1.187794999999999904e-44
2.550000000000000000e+01 1.132217000000000004e-44
2.562500000000000000e+01 1.079085000000000049e-44
2.575000000000000000e+01 1.028935000000000025e-44
2.587500000000000000e+01 9.809774999999999794e-45
2.600000000000000000e+01 9.358150000000000095e-45
2.612500000000000000e+01 8.927099999999999945e-45
2.625000000000000000e+01 8.518100000000000581e-45
2.637500000000000000e+01 8.131549999999999767e-45
2.650000000000000000e+01 7.765650000000000104e-45
2.662500000000000000e+01 7.418849999999999996e-45
2.675000000000000000e+01 7.090675000000000080e-45
2.687500000000000000e+01 6.779174999999999750e-45
2.700000000000000000e+01 6.484250000000000190e-45
2.712500000000000000e+01 6.205350000000000432e-45
2.725000000000000000e+01 5.938300000000000029e-45
2.737500000000000000e+01 5.685425000000000132e-45
2.750000000000000000e+01 5.446675000000000088e-45
2.762500000000000000e+01 5.219849999999999757e-45
2.775000000000000000e+01 5.005574999999999845e-45
2.787500000000000000e+01 4.800724999999999944e-45
